id_sensor,pulse_rate,id_actividad,Longitud,Latitud,fecha_hora
0ae925b0-bb7d-4c82-ba95-c3d0b7a17fc5,122,b3b399f8-ded7-4ea6-9855-808addbdd22d,-0.1257,51.5086,01/26/2023 21:32
a846ce79-116e-4d6d-9739-df3f741828a9,44,90bc90f6-0c3d-43d2-8695-eef708f1c59c,-122.419,37.7749,03/05/2023 03:36
caa7f910-0c4b-4cc0-8540-52baba933a7b,79,1ccbedcd-1726-4dc2-877a-02f8b1c6b045,112.6225,-7.7611,05/19/2023 18:32
2fb0111d-98b1-43bf-8f72-cd9578f00b90,45,c8975922-7ccd-4ee3-8a10-7405f57c0631,112.6225,-7.7611,12/19/2022 09:03
3fb275e6-2eda-45cc-9fc6-eb4a0b4b3f17,153,65ec8f25-3efc-4363-a105-ca0434e35ad2,-77.0992,-10.7937,01/05/2023 02:15
3635c471-64db-481c-9572-581fac797b16,191,c31f37be-4ad6-4f38-ae1a-58971abfa349,-1.4102,17.6434,10/22/2023 15:28
2e697a21-0389-4f2a-9eb2-7cc6d769c3e5,71,d240bd7f-d947-41da-8949-1755388c8596,106.3456,35.3371,12/15/2022 14:16
ca45f5e0-e965-419d-91d7-ef200c881c1e,138,559b9189-6eea-4ae2-96b7-75a70f45c2fd,-9.1356,38.7219,11/05/2023 19:46
945248ba-2d21-4b6b-a209-27018b981ea4,168,05c78ef0-5078-4dfc-9989-e7ae0ff86f1d,14.4207,50.088,01/18/2023 07:49
f2fffd78-3b13-461c-92f0-86c784e723dd,83,3812ee08-5884-49b6-b441-501111e4de33,16.5795,60.1282,06/27/2023 00:14
81f92d08-f6be-4f56-8a6e-0a17461578a3,135,79e2161a-0f91-440c-a251-cfdfb2871deb,2.2114,46.2272,11/07/2023 11:50
d8ad0196-a8e2-45f0-b5e4-4a48b3e159ce,44,dae33eaa-0d25-4da4-b67c-e73003474bc8,10.4515,51.1657,02/06/2023 10:17
f6de70e2-8f75-40fb-80ce-269c42600c2c,105,67c9c645-9f7b-4537-ab01-0b2a4661bafe,106.3456,35.3371,10/24/2023 13:32
80a92f16-1ab7-4bb9-a12a-58ad10328771,87,634fe0af-d5b1-4b1a-8279-631f36cd8abe,-47.9247,-38.5258,11/01/2023 18:36
4eaafe4e-2afc-4190-882b-89ac11578a1c,152,8627d674-123e-4c6b-ab33-3614cc88b0bd,106.3456,35.3371,08/02/2023 23:41
420dda1a-1ca4-48e1-91ea-87ffadfe484b,100,03984dd0-1efb-40db-aa9d-1fc6e67e3eaa,106.3456,35.3371,10/04/2023 05:34
b8da4fad-80d3-4007-9f12-350fa60dfeac,153,34b3846a-1e9e-4962-8182-e23e5dd007a4,73.0403,33.6941,12/09/2022 13:51
95d32d90-6a78-40d2-9a31-62cca117daa1,60,a0d32a33-ba41-4dbf-a302-31ba2d5aaa55,106.3456,35.3371,01/04/2023 19:05
b9127fb0-32ab-4e35-b535-84043c0027a5,45,b10b5a1b-1331-4a51-8822-38d64588ab9d,112.6225,-7.7611,07/09/2023 12:17
8b81bb1f-8ca0-4e91-89fa-1238a4592951,137,b5f6c286-08e2-455d-bf3f-9b918f453dd6,19.0303,52.23,02/20/2023 00:21
133947a8-298b-4e48-9b72-4f9d44a3cf3f,130,cd6949dc-c94c-402a-ae4e-46ff22fe9098,112.6225,-7.7611,12/02/2022 05:37
e12ec826-da2b-43fc-a0a1-ceea5127d87c,67,7381af47-14ee-404d-8990-a51bd5b594da,106.3456,35.3371,03/13/2023 03:30
aa2e392c-ef01-44a3-a588-c47d912d971f,183,f570af7a-ef03-4967-81db-5b8b54233b43,106.3456,35.3371,03/05/2023 14:13
48658657-2af7-4877-83b5-6c62240a5022,100,a3e11eff-7ca4-4756-b9a2-2c9b624032c8,-9.1356,38.7219,08/01/2023 23:42
c81545f1-5852-4d48-80de-7f3f1afccf0a,119,cf0f0d97-f275-4bdb-84b2-9a63c8c7320d,19.8187,41.3278,09/01/2023 21:13
d0903d4e-9795-4476-aeb5-a80c472c8f9e,189,d43f5190-3ff6-4f5e-b5c7-63e69d784a2f,106.3456,35.3371,12/30/2022 00:56
6d33c3a2-fb6f-485a-bd10-54fa1fd535cf,54,79eea96c-8957-4597-80ab-5f74e2fdac3c,106.3456,35.3371,05/05/2023 13:40
a17b6fd4-a696-4223-8b93-a682e1633724,144,a618d702-607b-44e8-92ec-c318c87e6a4b,24.0456,-30.5792,07/15/2023 22:59
08a3a4da-04d3-413d-9d6a-d29c231c377f,199,f0a85205-4182-41f9-aa95-18a0d956e20f,-47.9247,-38.5258,09/11/2023 11:50
ec2ea4d9-2a5e-4426-ba7d-8e136ecdf0bb,129,35f3376b-6248-424a-8e0b-72f6abd3c9f5,106.3456,35.3371,11/18/2022 12:26
03a42343-1678-4fa8-a52c-3745f496e312,187,316dbd35-a5a4-430d-997f-927369d10dce,106.3456,35.3371,08/28/2023 14:14
82bd6ac0-669e-4224-9763-5061307fe40e,72,78b005aa-4f37-4c90-aefc-865af288eec3,106.3456,35.3371,01/27/2023 08:33
0271ac70-60ad-416d-8910-d99d2dd78b9d,58,89e76374-6166-4137-9c3d-804a3c00c16a,-102.5528,23.6342,06/18/2023 12:29
eb3294ac-31dc-414a-bda8-a95bbbc08e14,44,bf37511a-f61c-4bc2-af4c-a641b3407e6f,112.6225,-7.7611,10/21/2023 12:19
ae1466e4-106b-49a5-9ff8-470bc1f4f2c9,192,8a393e87-6c66-4b93-97a8-12d913f0494f,112.6225,-7.7611,11/26/2022 15:45
5909c2ac-0596-4c68-8e96-dbd572584a28,58,c908a370-dbcb-414a-9930-649fa546a6c3,112.6225,-7.7611,08/11/2023 15:06
dbcb9cb3-1b0b-449c-a027-c56123bc51b5,195,7a78c19c-a608-442c-90cb-84cafb2256c3,9.5375,33.8814,01/31/2023 15:29
ce14db99-34d7-49e9-b68e-eaa4b7125f3e,150,b5431899-bdff-49d7-aa06-6328a8976798,112.6225,-7.7611,10/21/2023 22:34
b04efdbe-61dd-4666-b8bd-081c1ac1813a,146,01fb1a7c-efe7-459c-9d22-c438aa36a439,106.3456,35.3371,11/23/2022 15:18
d3a6c26e-52db-41e1-b029-3bc9c9ce2e52,137,c85536e2-6f7b-4218-8a8d-c286bd4141a5,14.4207,50.088,04/30/2023 06:30
a8335559-f9dd-4815-ac0d-c00461820aa3,177,940e24fc-b359-4e48-988f-816e07cdc452,19.0303,52.23,10/09/2023 21:56
4f8c887d-3a2f-41e5-90a1-5caa5490c5c9,185,a9e3625a-4d48-4ac9-963c-b818cd245468,-77.0992,-10.7937,12/13/2022 09:35
31f71b0b-543e-44ca-a06d-ce5c62cd57ca,102,46499e95-d92d-496e-b70e-0bd8c8152857,174.776,-40.4314,05/25/2023 02:37
8c26ce00-b65d-4338-8f46-53e6105618a7,89,e8c8e1fb-b0a6-401d-b512-b0d0e4b69a71,112.6225,-7.7611,08/01/2023 13:44
53c28e7c-aeba-49ac-9164-924f5dc98350,114,197bcc9d-5bd1-4096-8d9b-c805d593631a,21.0284,44.0241,11/02/2023 23:13
1dd8414f-8c1e-4500-9b04-f020365a136d,52,1b14af2f-b09a-4cad-92e3-852a4b0e04f1,19.0303,52.23,08/22/2023 05:40
5d5fc8e4-4932-4956-a6ef-e908edeba950,163,a4669258-7c5d-43d0-b0f1-95057e358319,2.2114,46.2272,04/11/2023 07:16
f98709e6-2077-418a-8926-3c99c0192966,170,9a03d874-fda0-42f2-acdd-d497aca723c3,112.6225,-7.7611,10/24/2023 20:46
e6bb78c4-a437-4dc7-b6ff-f2c920b91844,142,37a57b8c-f01c-4f5d-af5f-01309ea25f13,112.6225,-7.7611,01/17/2023 11:29
bb5551f8-423b-4430-9c96-9f6410200e32,94,2f76b2b3-0228-4055-842c-f40fa6332cc3,-47.9247,-38.5258,10/02/2023 11:52
a7f13313-eaaf-4a08-b01e-0acce762268e,199,72614e0c-e4c8-4a66-9dd2-cae0c3e806b8,121.7738,12.7906,08/14/2023 20:23
cce542b5-275c-4e5e-9562-c2ecabe461d1,194,7977227f-00e5-4248-8e17-7068ec656ec2,14.4772,35.8965,01/04/2023 03:24
9ea4c5f9-dbfd-467d-953b-dd90a8b56dd7,110,33fd1856-fd31-4dd6-aa70-13f55802ae7b,19.0303,52.23,09/26/2023 09:57
16edc33a-6aa9-41c2-a3cb-7d5a49a7a2e9,69,2cb7b352-8b70-4c13-b421-b131aae2dd87,106.3456,35.3371,03/05/2023 17:33
fb3838a9-1384-4102-a22d-69a15ab353aa,70,759de2d9-e0b7-42b2-b705-84b445454ef7,100.6432,60.0272,12/05/2022 23:04
841978b2-7896-4f5d-95bc-941eaedd54c7,64,9f27434a-1f61-4bf0-b47c-f23f0365ba88,-47.9247,-38.5258,06/26/2023 16:01
c7f992a4-8046-404d-a581-ae9c6a015e92,192,ce031711-2543-4e57-b1fb-1615ed1aa7bd,-9.1356,38.7219,09/15/2023 00:57
f83faa75-d9d8-4f55-b523-56fbc1760b0d,59,13dbf055-6591-4896-8ce3-881d179fc805,16.5795,60.1282,04/20/2023 18:49
ca3b3501-ae70-4278-9bc8-986336d39092,196,d0690e4b-9b01-4a82-8476-0b3bc1589d51,14.4207,50.088,02/20/2023 05:52
1fc2e389-92a6-4406-9f62-8bef252e038a,183,ec63f010-00d4-4053-950c-658e833913cd,-122.419,37.7749,10/09/2023 07:35
7586332e-d7ac-4cab-a02f-b954eef5f064,109,1cf99e5d-be69-4fe1-80dd-b4dc580e1564,106.3456,35.3371,09/24/2023 19:59
993b17b2-cc14-42e9-b954-8057f56fd8b4,130,4bee9402-a694-474c-8859-346bfe366634,-47.9247,-38.5258,04/04/2023 14:56
6fbd507a-a580-4a25-83bd-34d00a3e9390,54,c749aecd-51d7-41d2-ab0f-be283e3e31f9,69.1981,34.5297,10/15/2023 14:38
d01537ba-8757-4c26-a53a-8ebbb557b36d,83,a5ac6c0f-ba61-4a57-96d9-a6a5ddd18646,121.7738,12.7906,08/27/2023 04:31
1706b5b7-619e-4536-a051-32eb9745d2f1,88,5a76d2ab-17be-41ea-8159-bd24f3be86cc,35.2433,31.9522,01/08/2023 13:01
9063b98c-bce4-4bc1-8584-ad185d86e4ea,69,0e9f0ac5-3ec7-48ec-a051-9c9bdd55f68a,31.1333,48.3964,03/09/2023 00:30
577f912e-d0a4-4fe8-a6fe-7afdff6a1665,67,86fb84af-a5e2-43ce-8912-4f8814bd5617,138.2539,36.2281,12/27/2022 06:28
6ded798f-19cb-4d4d-8f3a-8d6859424044,130,0447b80e-fa1d-4f3f-b5cf-28f4405b12d0,24.7536,59.4369,01/09/2023 18:27
a77e34ef-bacb-40d8-80a2-f44f1bcfe853,163,2a788365-b5a1-494b-a793-284067c261a4,44.4899,40.183,03/05/2023 16:19
a09ebb06-df23-4661-879d-6dd5aa4b4da9,57,e944ca6d-25c7-4823-a883-11b3c4f24e94,112.6225,-7.7611,04/19/2023 00:41
c772cab0-529b-4d60-bd40-ebc5247980ab,188,42673007-791a-426a-a7da-41273b4d278c,112.6225,-7.7611,06/08/2023 18:49
8b92105e-5cda-4b90-b16f-6ee93e1780e1,119,2bb17332-44ee-47c3-874c-cf5332231305,-47.9247,-38.5258,05/20/2023 22:41
53c96403-2e20-4734-9182-087e3c1e4462,61,4258cd73-17c6-4591-b50d-3be011c6b4f1,19.0303,52.23,05/02/2023 09:57
e13117c3-704f-4c63-9fad-dd4cc70f4dcd,45,a5c65b76-afa4-463b-b9c3-0d83d6b8240f,106.3456,35.3371,04/03/2023 01:06
b064ff20-d794-4ea6-901e-1016fd0d3ef7,45,c7a7003a-411c-4d70-a620-b358acf7a42b,19.0303,52.23,09/21/2023 10:42
f9b852d2-3f7b-4729-9ff7-5ff43aa9e72c,87,b6a9d207-1784-4f77-8a01-48253aa2266b,106.3456,35.3371,05/30/2023 08:31
34bafe10-8c7c-4d97-b50b-fe39c86b800b,70,019fd0de-7ea1-4256-9f84-0d8b30c7f833,138.2539,36.2281,05/17/2023 12:47
ce57b3ba-253c-4ded-b4ab-d8fe0ae91b94,81,a1881270-b8e4-4997-b6f6-6dbe19d6694a,-90.2716,15.7666,01/10/2023 17:16
daaa61f8-6acc-4d12-b13e-713fd0e4daf2,135,9313be07-a366-4c81-b643-36f4a548a708,-74.0961,4.6728,09/05/2023 21:44
ada3e7dc-0cc6-401a-b912-c12737441f36,81,f9f6833b-8823-4e3d-be79-797d8fa6d0f1,19.0303,52.23,03/30/2023 02:21
3ae24cfc-37bd-4990-8611-1dd8c614ac49,55,02618c99-a511-490f-a7cc-1a52e55d6a95,121.7738,12.7906,01/08/2023 01:28
f7e59e79-bbde-4443-ad9f-285a388c2c6f,51,991388d3-1f51-4e60-aea8-45aed70d2459,112.6225,-7.7611,11/10/2023 09:47
bf3165b2-fe93-405f-9860-eed267de5413,41,081686fa-e73d-4d85-a54e-a4c9a7841689,-0.1257,51.5086,10/31/2023 14:16
2f9eb43b-6873-4154-a1c1-c64191f33f04,129,c3655701-9757-4c04-accd-44756643436b,25.7495,64.9631,10/25/2023 13:15
aa57a600-3166-4223-a54e-db50363243fc,52,293948ec-7e8f-4066-8dd3-f180f59b7c90,19.0303,52.23,09/13/2023 17:22
4ddb58d9-44c8-4a86-84a1-5c5422e36fe2,48,a50ddb4b-de61-4b8d-a316-4f93311bab49,0,41.3134,01/17/2023 12:10
57b49e97-5171-46ec-9311-ae8689ae90a4,63,e526e3c5-a0ca-46c8-a10d-297b5ec3f4f4,14.4207,50.088,08/20/2023 16:31
1b933ca3-5bd0-41e5-8833-2d0e48e0baf6,182,a24cc0de-9a3f-4174-9eb4-f829c9b04c65,112.6225,-7.7611,05/27/2023 15:14
5b63673f-1bf0-486b-84e2-45fbaf0de088,161,07c66888-9073-42f9-b9f0-73095ad7dcc1,106.3456,35.3371,01/01/2023 11:19
8e982eb6-90cb-4bc9-b0b6-2640c3fa97ff,135,ecf1c19f-2b80-4dc6-9846-e3d9553e8191,19.0303,52.23,02/10/2023 03:11
d5ed0d11-0122-4ed2-b6d2-e7a9ead36c49,164,b6705da0-8e43-4802-b731-e0ff8dac1b2b,106.3456,35.3371,11/09/2023 11:18
66338626-f949-489e-82b9-8c4b8eea507f,180,56c7ecd6-eb89-4865-a617-ab086afa5313,21.0284,44.0241,06/06/2023 05:38
5bf92c37-638f-4dcc-8b43-67a071d4aa6a,78,696ccc32-071a-4a0e-a580-6bf3298d8bfa,-9.1356,38.7219,08/22/2023 00:51
7cd3fa8b-c7b5-4b62-8701-a6c811cbd9f1,56,126e1fe7-475f-4a0d-94cd-a1b869591a0e,#N/A,#N/A,08/07/2023 12:58
8d052aa6-df96-4401-b187-ebcfb06ae611,134,388581a3-82dc-4814-9fbe-b300af27d1dc,#N/A,#N/A,10/26/2023 22:34
dac332a6-2742-4cc6-ac24-1fe63e4d5fe6,143,bf29cc5d-9ca5-4350-9871-1773d11ee5e5,#N/A,#N/A,05/12/2023 20:28
4e0660be-d06f-4ded-9a00-1d172e74bceb,133,2c5acc24-08ac-4bcd-a9c5-1beadf5883f8,-9.1356,38.7219,08/04/2023 23:08
c4372ca6-38be-4a2b-b05f-8f1c8d7f768f,110,722d09d4-44a9-4ddd-a119-aaec76374aa7,#N/A,#N/A,10/14/2023 22:54
b78240cf-bf3d-4fa4-bc4a-44c923d00690,117,59d08533-663e-4e3a-997f-0cb578db9f3a,121.7738,12.7906,12/06/2022 23:31
1f9d9d37-2222-4e4d-abec-a4a3c6cc460a,88,fc8b2233-a430-44ad-bc35-befd4eae92ab,-74.0961,4.6728,10/22/2023 03:40
667fdee1-1027-46fb-ab5b-b327252f446a,72,4a8fbbe4-4bdf-40b1-8b35-a9a518be68cf,106.3456,35.3371,06/04/2023 00:52
a2bbfa16-b650-46b1-aeae-270ac79948b9,72,f90f2b0d-3eca-4da5-8e3a-b40b8e14f5f8,138.2539,36.2281,11/29/2022 11:21
9e277d4c-cdc1-4370-b5b2-5a9f7550ac8d,87,bcdcd9ce-33fd-4411-8ca7-e6d2789a2f1d,-47.9247,-38.5258,10/09/2023 23:15
a8d3073c-f4e9-4f99-814a-d2c45f6b903a,126,2dc71fa5-b413-42ac-b886-af3105d66bef,2.2114,46.2272,05/17/2023 16:22
7b786a82-2ccf-4f05-af0f-ee98149b322c,194,db0671a5-2488-4ce2-a14f-bd1db695578b,21.0284,44.0241,11/19/2022 00:37
6e72bc7a-6fbb-4fa1-9454-89db9d164a56,132,cdf023a5-7fee-48c7-a35a-4cba59b917da,16.5795,60.1282,07/16/2023 17:37
062497cf-d565-44f0-a406-d6be8f9c3b5c,171,5a6569dd-698b-443a-877b-acfbc8c1d3de,16.5795,60.1282,03/22/2023 05:30
7bb67e00-bf05-45dd-80ee-56ba6113f047,74,2427cf26-7ed9-4c64-a6ec-057a05641d55,#N/A,#N/A,01/23/2023 23:14
5b7fa473-d5ad-42ed-9c58-feb47558fd72,200,87c4fdb7-1d82-42af-ab2d-8899e10fe3e5,100.6432,60.0272,01/27/2023 07:00
82136bf1-005f-4bc4-800f-d51590645091,113,f9c5d5a7-a032-4bde-a050-948bd587d95c,19.8187,41.3278,11/14/2023 10:33
fa8aece1-86de-422d-87e3-4a37865af423,124,83418932-3095-4e81-81fe-bb7610d69104,#N/A,#N/A,04/12/2023 06:55
ca629ffa-340b-4cc8-8b2f-b5f73f29eb00,193,f1176055-25f3-4552-92c7-3293e6e92b56,#N/A,#N/A,11/29/2022 20:47
d6d20c42-4d29-46b0-a94d-82e830df9bd8,131,eccdfa91-ec47-42ec-97ee-e5841faa26af,100.6432,60.0272,03/14/2023 18:24
0c79c7ed-939e-4e55-8ab7-22cf90ab0cb0,145,fa5f9899-e53f-441b-a7e0-9f5e0bb22681,112.6225,-7.7611,10/27/2023 05:54
8565b5c9-22d0-4944-9a26-c6492f468ce1,77,c828a188-2896-4ab4-b0f9-187d0ae87dd7,16.5795,60.1282,12/06/2022 05:14
21dacd64-70ea-4c5e-b205-74d1b9b4a534,183,b35bf003-f4d7-483d-a1b2-ff3f6eca2f5e,#N/A,#N/A,09/17/2023 14:43
4a68b856-b6b3-4937-a589-15f092089ce7,183,69f7a703-2858-4af8-b929-cfcef3642f73,106.3456,35.3371,11/12/2023 15:46
37399512-b4b6-4e13-a7fb-bac1a68bc9c1,161,ff10d8fd-8780-4d60-b181-9bb2f1aa296c,100.6432,60.0272,04/23/2023 20:30
804e0a99-3b8c-411f-a749-5435faf355c5,144,4d2fdd64-f4e3-4c33-a5b0-8b13dd9bafe3,-77.0992,-10.7937,08/29/2023 11:48
8b0af61a-0c84-4080-86fa-22a16291c258,63,3997b977-e8ca-4aca-a5ad-aca6b63186e3,106.3456,35.3371,05/21/2023 06:56
855bc313-ee43-4be9-90a1-7452f5688979,139,1282111e-e3d2-4662-afd6-dfd38b935ae6,100.6432,60.0272,07/12/2023 17:00
c6ebff95-c7cb-472e-b39a-8b9f87862715,87,817f7440-dcc6-461b-9cab-9a29ae098605,-102.234,54.263,08/09/2023 02:03
087c6dbe-7a02-470e-b7ee-9d81f7b073e3,85,b28d9f6a-9861-4710-9079-33b547e7d7aa,#N/A,#N/A,11/12/2023 20:31
20ea8e25-6492-4cca-a34b-be0d36637e28,113,feea8130-ff3f-4b9a-b9c2-ff5b7165ae2a,106.3456,35.3371,10/21/2023 03:24
1d52a750-a4b0-47c3-829d-7519db0db2a0,110,5aa981be-22ba-4003-9155-eb2387941f6e,106.3456,35.3371,09/03/2023 13:39
a5b4ec65-f068-4007-b7c8-69c65d47e527,128,e29b57ad-dcb2-4c84-b8d0-27b855292f44,106.3456,35.3371,05/14/2023 23:50
77d942c0-7d11-4b1d-87a5-f669848affff,113,1c2035d3-4a03-440c-bcf8-a26da90c21b3,#N/A,#N/A,11/07/2023 02:19
eb0f6d54-3c17-4486-8c74-824eb289eb74,45,3ce5b877-32d5-4ea0-9794-33f7d1d82af7,106.3456,35.3371,03/14/2023 04:47
e538a394-912e-4424-b681-b9a9ef45d020,79,6896d14d-11d9-4f99-946f-eb3be03e3e5c,100.6432,60.0272,09/03/2023 04:12
cad54df1-3134-484a-bc8e-42abf03a03ec,47,7f854d4f-a813-4702-87a7-8b31c820b319,19.0303,52.23,10/19/2023 11:36
6dbefcd0-da71-4853-8c9f-a37ab1b2300f,191,4ee10c83-fb44-4a1e-beb5-e1305048810c,112.6225,-7.7611,06/01/2023 05:58
06cbd40c-e50e-4fc7-bda2-d81c524f9570,93,7a4b8a14-5935-4379-9c79-9fceccdb5dbe,112.6225,-7.7611,12/14/2022 18:01
6b12d144-9bb4-4cf1-80cd-3ed771d96e66,160,1498252a-44c5-4b0f-8fcf-e15dc72a2873,100.6432,60.0272,01/05/2023 13:55
ab65de39-0802-4c5c-ae70-4e3092b50d6f,103,f7f31b6a-925f-45d3-aedc-a4da3b6bab68,121.7738,12.7906,05/05/2023 20:08
66f9813f-ccba-4e6d-ae4e-476262918bdd,153,eb98ff61-0059-48de-b334-5fe4fb4cce64,-77.0992,-10.7937,03/06/2023 05:26
8668d64a-6814-4a2a-aac5-a66c437a9701,116,1670535f-f07f-4eb5-a18d-7da89b38165f,106.3456,35.3371,02/15/2023 17:27
23945766-46f0-4eb6-8ca6-074dac61a3e8,168,d873f55c-b972-489c-9b9b-702d4a9249cc,106.3456,35.3371,01/01/2023 21:20
649bce74-13b3-4af6-bee9-520d3047e5d6,68,75966672-ba8b-4e53-ae41-8cf7f47cb447,121.7738,12.7906,01/29/2023 10:22
0aa3b30d-8a72-4078-8153-bb4a3a7abfd6,140,90434d18-d8b5-4e75-8ae1-179392f90469,#N/A,#N/A,01/26/2023 07:15
d6ca3a2c-4fc5-4348-b1e5-841489a71017,97,5915e0e8-f916-4049-94ab-b423c1d6c2cd,106.3456,35.3371,01/31/2023 00:01
86fd7b0b-21a1-45ce-bd49-a1f14f10ee5e,160,44f532e1-5a86-4418-82ea-3dd4be18e789,#N/A,#N/A,04/17/2023 09:28
08663129-00f0-4219-baa1-b7214ad029c7,56,ba11fcb8-8306-4b2d-857d-13af62129d58,16.5795,60.1282,03/09/2023 19:16
9ce7e89f-8971-460a-8b9a-a70ddc26f144,60,506621df-153f-4664-9653-ee85136aac96,112.6225,-7.7611,06/17/2023 11:53
f48f310b-a8c3-40ed-84c4-11ba969bd536,134,26813762-a23c-440b-9156-e0f1f5c2fced,106.3456,35.3371,04/13/2023 19:02
b80dbdaa-7ca4-475c-91cf-173991cc479b,154,7f75bb10-5234-4720-8391-d49addbbe667,-47.9247,-38.5258,02/20/2023 10:12
4b62b6aa-44a2-4122-8f4f-367f346f5077,68,312c40ce-7b75-45a7-b868-bc45668e5ca4,16.5795,60.1282,09/22/2023 22:25
ae6ba0f9-6ac2-4fc6-a01c-83cb047cc7a6,97,74b8066f-be6b-460e-9e7e-9aef914a43a9,112.6225,-7.7611,06/30/2023 23:14
3dbf716a-e409-4001-ba72-d63c44c8b8ac,128,262b0d73-d0bd-4058-bbed-7b48ae0228d9,121.7738,12.7906,03/19/2023 04:40
1a337b3d-3482-4848-b040-cd1697e6afbd,127,88f308d1-4e22-4721-b0f9-a064522c3ca8,106.3456,35.3371,08/22/2023 12:54
4ff2b02e-383a-4967-a2b1-be1016fe8f57,189,926ecea0-4baa-42f9-a1fd-0f8e9f989f57,2.2114,46.2272,01/31/2023 17:29
df46d704-beca-49bd-bed0-7537c4e10987,107,0ba703c3-1762-4e71-a345-2a166dcb492f,2.2114,46.2272,12/04/2022 23:45
055aaf30-d84d-42eb-86be-3d5c6955b63a,45,a937d434-656d-4726-a260-36d88907b88d,112.6225,-7.7611,08/11/2023 22:13
c75dc6bb-59e2-47b6-be1a-e599942d06df,127,c29656e9-e902-4649-bbf5-34029062694a,24.7536,59.4369,03/28/2023 02:15
09b347f0-2f05-49c2-8e59-5236805e8bcb,90,76367f52-a428-4f0c-b34b-3d33c431f1fc,-102.5528,23.6342,05/19/2023 06:57
8efc6181-181d-41ac-859d-692b33d2dffe,191,4dbe5d94-0df3-4344-8786-0e0775b35ce7,121.7738,12.7906,10/08/2023 12:54
82a38f03-807f-4e3d-8233-7eef63abc666,118,5234d70a-9478-4d0b-adae-5aed41592847,#N/A,#N/A,07/30/2023 20:25
49ff2822-9000-40e3-bab9-2f324d1ab5a3,117,73812abf-9e4f-4055-aab4-3284bae10ff8,106.3456,35.3371,05/14/2023 00:52
33576614-5989-412a-81eb-3daf519414ba,107,2c63d960-fa26-4660-8719-a8bf6ac65f15,121.7738,12.7906,11/22/2022 06:33
3745dac0-a4b8-4b99-9093-fafd9990753f,104,306de8dd-2d09-42c1-81a2-829aab2f865c,106.3456,35.3371,07/19/2023 11:20
9e4adc58-2ff9-434f-9254-a18c7ab13ad3,148,23f11c01-75d4-4d18-9356-34bd622580c6,112.6225,-7.7611,08/23/2023 01:01
