id_actividad,id_usuario,id_dispositivo,id_plan,pais,Longitud,Latitud,duracion,fecha_hora
403e65e0-fb25-4c9d-933d-5b1d34aa0d22,b16efe3f-0350-43c5-88ac-37328e19d5bf,6188ae01-946b-40e8-b472-41b6458ae3bd,45d226cb-97e2-468d-b960-ec20370809f9,Indonesia,112.6225,-7.7611,2.06,06/14/2023 20:30
2e97bcf6-f08d-4389-8597-e31bf8594a67,e47d2be1-c11a-496c-bb5a-95fc7df7d00c,0b8d0acd-7391-4498-a529-a506ada0779e,6d2e59c2-d835-4d09-afd5-9c09b3828f9c,China,106.3456,35.3371,3.41,03/14/2023 23:00
97a271fd-5536-4542-9729-03b72ee45dfd,baf9dcf3-22ef-4758-8a08-0c84599c326c,cac63327-f1b8-4ba4-bc67-16bc66edc032,3daa65e4-958b-4eb2-8974-52973b14d76c,Malaysia,103.3027,4.6123,3.27,09/27/2023 11:21
1464ffdb-52a1-4cae-a9b1-51ec670e0975,449c2bb4-4aa9-42ce-8299-4e139111b1d4,a8ec5dc7-b977-4322-8542-c7889ee7590b,a862dc28-bd36-4575-a687-839c8bf9fb99,Serbia,21.0284,44.0241,3.37,08/03/2023 23:13
a0aef17f-da73-46f3-8d2e-6349b22df94f,9c1fc515-099c-4c85-8d17-03de61a26a6a,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,03469e27-a2dd-4368-99a3-f96625f35dcd,Morocco,-7.5938,33.685,3.86,01/28/2023 15:36
b3b399f8-ded7-4ea6-9855-808addbdd22d,494a3c85-d471-434e-81a3-a1649f0dc768,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,cd4d63b1-f532-45d1-a117-e828eebad63b,United Kingdom,-0.1257,51.5086,3.74,01/26/2023 21:32
90bc90f6-0c3d-43d2-8695-eef708f1c59c,bbc43682-f574-488b-ad19-a8d4c9f615cd,af1e4b22-9836-4ff4-bfb0-c87508e73036,8786b492-1eb5-455e-ab37-26945e2bdc04,United States,-122.419,37.7749,3.12,03/05/2023 03:36
1ccbedcd-1726-4dc2-877a-02f8b1c6b045,0a0d4d37-701a-4df6-8b88-84fa81775cba,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,dc1862f2-debb-4d6b-970b-94e845de677d,Indonesia,112.6225,-7.7611,1.05,05/19/2023 18:32
c8975922-7ccd-4ee3-8a10-7405f57c0631,8591ef1d-2bf0-4223-a5b8-95cb0f67e1ea,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,1ef99c15-2172-4791-bb52-2b132ee2cf18,Indonesia,112.6225,-7.7611,2.55,12/19/2022 09:03
65ec8f25-3efc-4363-a105-ca0434e35ad2,0e25187e-ab3c-47e2-8d7d-d738716b5373,6188ae01-946b-40e8-b472-41b6458ae3bd,ca99d08e-7783-466f-a24e-3207935fc6c1,Peru,-77.0992,-10.7937,1.58,01/05/2023 02:15
c31f37be-4ad6-4f38-ae1a-58971abfa349,410834b9-fb20-41a7-97c1-e4427001e5ff,0b8d0acd-7391-4498-a529-a506ada0779e,56eca8aa-8e96-43f5-a99f-1e5bdf5abf8f,Mali,-1.4102,17.6434,1.43,10/22/2023 15:28
d240bd7f-d947-41da-8949-1755388c8596,9f2b300e-427e-4f7c-8e6a-a2fa2995a6a5,cac63327-f1b8-4ba4-bc67-16bc66edc032,0130b901-c4b4-4774-9dd2-d09e5f88d9d5,China,106.3456,35.3371,2.37,12/15/2022 14:16
559b9189-6eea-4ae2-96b7-75a70f45c2fd,e2bfde87-6a29-4ff8-b2f5-e9f14a7696d6,a8ec5dc7-b977-4322-8542-c7889ee7590b,8e531254-3f29-4ecd-be73-ab61208af25f,Portugal,-9.1356,38.7219,2.74,11/05/2023 19:46
05c78ef0-5078-4dfc-9989-e7ae0ff86f1d,fda4c156-bc8f-4799-83d5-5f09451171c3,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,341b5fbd-b0b7-4e47-85c4-fd1ea3656dc3,Czech Republic,14.4207,50.088,1.35,01/18/2023 07:49
3812ee08-5884-49b6-b441-501111e4de33,3aa41091-0088-4e56-936b-2ab6044272ea,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,b112c148-da95-4d21-ba42-7ddf77409e10,Sweden,16.5795,60.1282,1.88,06/27/2023 00:14
79e2161a-0f91-440c-a251-cfdfb2871deb,1ec4f9b3-b69a-4bde-8cd7-c10b802c2f1c,af1e4b22-9836-4ff4-bfb0-c87508e73036,7e4a404b-8627-4993-bfde-71bdd1745e33,France,2.2114,46.2272,2.1,11/07/2023 11:50
dae33eaa-0d25-4da4-b67c-e73003474bc8,2acff5df-2cbb-4abd-8453-edc650be9cc9,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,1a257404-2741-4d5b-aae3-90f1e49b0471,Germany,10.4515,51.1657,,02/06/2023 10:17
67c9c645-9f7b-4537-ab01-0b2a4661bafe,5fcfc713-68bf-448a-b97e-3df97a582b84,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,296f1010-fd8b-4feb-a7dc-64d429099a65,China,106.3456,35.3371,1.71,10/24/2023 13:32
634fe0af-d5b1-4b1a-8279-631f36cd8abe,e107d0ca-6628-4f02-96a1-73adb2ab75c6,6188ae01-946b-40e8-b472-41b6458ae3bd,d3c2f38b-249f-40c1-8230-d0ee763aa16e,Brazil,-47.9247,-38.5258,3.8,11/01/2023 18:36
8627d674-123e-4c6b-ab33-3614cc88b0bd,fbe4e8b8-3791-4e02-98dd-a19ccb5dce87,0b8d0acd-7391-4498-a529-a506ada0779e,b206f2a3-5ddd-47a3-8884-c56d41266413,China,106.3456,35.3371,3.08,08/02/2023 23:41
03984dd0-1efb-40db-aa9d-1fc6e67e3eaa,5f6edf42-cc7d-41fd-8dc1-7c55f98a7961,cac63327-f1b8-4ba4-bc67-16bc66edc032,147cd3b7-c8c6-4b6d-8203-712dacfe22b6,China,106.3456,35.3371,2.01,10/04/2023 05:34
34b3846a-1e9e-4962-8182-e23e5dd007a4,5001784f-ffda-4113-a618-60d672139975,a8ec5dc7-b977-4322-8542-c7889ee7590b,0c384ba2-f2c6-4ca0-bf0a-6bac6a4bbbfa,Pakistan,73.0403,33.6941,3.38,12/09/2022 13:51
a0d32a33-ba41-4dbf-a302-31ba2d5aaa55,fb198e1e-d770-4c3b-89b1-52c87994a16e,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,bd1a59f8-8928-4e7b-be89-7b8a8346cfde,China,106.3456,35.3371,2.78,01/04/2023 19:05
b10b5a1b-1331-4a51-8822-38d64588ab9d,0a2c3d01-e0a2-4062-9fa7-948f9b7851f0,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,952079f9-5b2e-4fe8-a3a0-302fd7ced8fe,Indonesia,112.6225,-7.7611,1.34,07/09/2023 12:17
b5f6c286-08e2-455d-bf3f-9b918f453dd6,2e482302-959a-4ec2-8ece-6c7728f15588,af1e4b22-9836-4ff4-bfb0-c87508e73036,2c829d9d-fe05-41cb-84cb-f634db3e50f3,Poland,19.0303,52.23,3.4,02/20/2023 00:21
cd6949dc-c94c-402a-ae4e-46ff22fe9098,4c4fedfa-decc-4b29-9c85-26c4601872fa,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,1e2d7203-4d5d-4bcd-8692-56fe354b321f,Indonesia,112.6225,-7.7611,1.37,12/02/2022 05:37
7381af47-14ee-404d-8990-a51bd5b594da,eef074ca-89b6-4dc8-9b3b-9760198df371,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,5e91d1d7-7a6d-45c5-bf45-af03bdc65f63,China,106.3456,35.3371,2.57,03/13/2023 03:30
f570af7a-ef03-4967-81db-5b8b54233b43,c21d43ae-5df1-41c1-aa7d-07412a7c714a,6188ae01-946b-40e8-b472-41b6458ae3bd,9486001c-d371-4452-863e-13f6b2b4cd18,China,106.3456,35.3371,2.9,03/05/2023 14:13
a3e11eff-7ca4-4756-b9a2-2c9b624032c8,7dd27d86-21d4-4a0c-9f38-aa8a4613ed13,0b8d0acd-7391-4498-a529-a506ada0779e,ae8ad1f2-6948-4834-a3e8-7d67f3a2d137,Portugal,-9.1356,38.7219,1.34,08/01/2023 23:42
cf0f0d97-f275-4bdb-84b2-9a63c8c7320d,96e8705b-0edc-4bb9-b514-e54bd88743f2,cac63327-f1b8-4ba4-bc67-16bc66edc032,ad24d4a2-6d6a-4fdf-86ec-f76929fdeb10,Albania,19.8187,41.3278,,09/01/2023 21:13
d43f5190-3ff6-4f5e-b5c7-63e69d784a2f,d997f000-f3a7-4ef2-8a4f-86f486346a40,a8ec5dc7-b977-4322-8542-c7889ee7590b,45d226cb-97e2-468d-b960-ec20370809f9,China,106.3456,35.3371,2.78,12/30/2022 00:56
79eea96c-8957-4597-80ab-5f74e2fdac3c,effa9d57-f43b-409e-861f-ca6e557ce29b,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,6d2e59c2-d835-4d09-afd5-9c09b3828f9c,China,106.3456,35.3371,1.48,05/05/2023 13:40
a618d702-607b-44e8-92ec-c318c87e6a4b,da2c7df2-ac18-4ce5-b881-72003ae81bee,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,3daa65e4-958b-4eb2-8974-52973b14d76c,South Africa,24.0456,-30.5792,3.18,07/15/2023 22:59
f0a85205-4182-41f9-aa95-18a0d956e20f,71decf75-fc33-4880-9ff4-4127745b596c,af1e4b22-9836-4ff4-bfb0-c87508e73036,a862dc28-bd36-4575-a687-839c8bf9fb99,Brazil,-47.9247,-38.5258,1.23,09/11/2023 11:50
35f3376b-6248-424a-8e0b-72f6abd3c9f5,ad978678-a005-4875-ad3d-0616f9b9f184,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,03469e27-a2dd-4368-99a3-f96625f35dcd,China,106.3456,35.3371,2.52,11/18/2022 12:26
316dbd35-a5a4-430d-997f-927369d10dce,8039dd75-1dbb-4fce-82a4-c74e024e39ef,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,cd4d63b1-f532-45d1-a117-e828eebad63b,China,106.3456,35.3371,2.02,08/28/2023 14:14
78b005aa-4f37-4c90-aefc-865af288eec3,b2bb3861-460b-400e-8f37-2292513a78bd,6188ae01-946b-40e8-b472-41b6458ae3bd,8786b492-1eb5-455e-ab37-26945e2bdc04,China,106.3456,35.3371,2.62,01/27/2023 08:33
89e76374-6166-4137-9c3d-804a3c00c16a,41c61294-3eb6-4767-9db2-74e4b9e9bd16,0b8d0acd-7391-4498-a529-a506ada0779e,dc1862f2-debb-4d6b-970b-94e845de677d,Mexico,-102.5528,23.6342,3.15,06/18/2023 12:29
bf37511a-f61c-4bc2-af4c-a641b3407e6f,237e399c-2374-4d86-a83f-0a6b27a3a829,cac63327-f1b8-4ba4-bc67-16bc66edc032,1ef99c15-2172-4791-bb52-2b132ee2cf18,Indonesia,112.6225,-7.7611,,10/21/2023 12:19
8a393e87-6c66-4b93-97a8-12d913f0494f,6b1f164c-ab12-4281-aaca-53fcb0bdaf57,a8ec5dc7-b977-4322-8542-c7889ee7590b,ca99d08e-7783-466f-a24e-3207935fc6c1,Indonesia,112.6225,-7.7611,2.16,11/26/2022 15:45
c908a370-dbcb-414a-9930-649fa546a6c3,d3c9ecda-2d6d-4e7c-af17-230124d7fa29,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,56eca8aa-8e96-43f5-a99f-1e5bdf5abf8f,Indonesia,112.6225,-7.7611,1.71,08/11/2023 15:06
7a78c19c-a608-442c-90cb-84cafb2256c3,b5bb17b5-4fa0-41de-84a7-87251c2216e9,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,0130b901-c4b4-4774-9dd2-d09e5f88d9d5,Tunisia,9.5375,33.8814,,01/31/2023 15:29
b5431899-bdff-49d7-aa06-6328a8976798,acc22314-22d3-4589-bab3-27cf4bb09e48,af1e4b22-9836-4ff4-bfb0-c87508e73036,8e531254-3f29-4ecd-be73-ab61208af25f,Indonesia,112.6225,-7.7611,3.99,10/21/2023 22:34
01fb1a7c-efe7-459c-9d22-c438aa36a439,8f6ce3bf-ad00-4b3f-9f55-456457721d5c,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,341b5fbd-b0b7-4e47-85c4-fd1ea3656dc3,China,106.3456,35.3371,3.27,11/23/2022 15:18
c85536e2-6f7b-4218-8a8d-c286bd4141a5,1e509f95-8afa-42d2-b029-d832c96f58b4,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,b112c148-da95-4d21-ba42-7ddf77409e10,Czech Republic,14.4207,50.088,1.35,04/30/2023 06:30
940e24fc-b359-4e48-988f-816e07cdc452,e8eedde8-2dbf-41ed-9909-5ec45f213262,6188ae01-946b-40e8-b472-41b6458ae3bd,7e4a404b-8627-4993-bfde-71bdd1745e33,Poland,19.0303,52.23,,10/09/2023 21:56
a9e3625a-4d48-4ac9-963c-b818cd245468,bdac26e8-2922-4728-912d-ab668ef55e39,0b8d0acd-7391-4498-a529-a506ada0779e,1a257404-2741-4d5b-aae3-90f1e49b0471,Peru,-77.0992,-10.7937,2.56,12/13/2022 09:35
46499e95-d92d-496e-b70e-0bd8c8152857,56434c9a-da3c-4805-8971-36b1b77e6142,cac63327-f1b8-4ba4-bc67-16bc66edc032,296f1010-fd8b-4feb-a7dc-64d429099a65,New Zealand,174.776,-40.4314,2.54,05/25/2023 02:37
e8c8e1fb-b0a6-401d-b512-b0d0e4b69a71,a7fb1c36-5a6b-4d83-963b-d0428caf0cf5,a8ec5dc7-b977-4322-8542-c7889ee7590b,d3c2f38b-249f-40c1-8230-d0ee763aa16e,Indonesia,112.6225,-7.7611,3.49,08/01/2023 13:44
197bcc9d-5bd1-4096-8d9b-c805d593631a,a453c275-9306-48f1-ab6f-769c44444aa0,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,b206f2a3-5ddd-47a3-8884-c56d41266413,Serbia,21.0284,44.0241,3.01,11/02/2023 23:13
1b14af2f-b09a-4cad-92e3-852a4b0e04f1,3d918524-10a6-47ea-bb74-48222fa371cd,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,147cd3b7-c8c6-4b6d-8203-712dacfe22b6,Poland,19.0303,52.23,3.14,08/22/2023 05:40
a4669258-7c5d-43d0-b0f1-95057e358319,b59b5a44-8bcc-498b-a5d4-b7550a21a610,af1e4b22-9836-4ff4-bfb0-c87508e73036,0c384ba2-f2c6-4ca0-bf0a-6bac6a4bbbfa,France,2.2114,46.2272,2.65,04/11/2023 07:16
9a03d874-fda0-42f2-acdd-d497aca723c3,f3586a49-547e-4dac-a2e4-37f951ee5286,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,bd1a59f8-8928-4e7b-be89-7b8a8346cfde,Indonesia,112.6225,-7.7611,,10/24/2023 20:46
37a57b8c-f01c-4f5d-af5f-01309ea25f13,a68cee66-f8fa-442f-a2b5-0ff85f390ec5,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,952079f9-5b2e-4fe8-a3a0-302fd7ced8fe,Indonesia,112.6225,-7.7611,3.99,01/17/2023 11:29
2f76b2b3-0228-4055-842c-f40fa6332cc3,7292a9e8-8404-4956-a855-345a7b97df49,6188ae01-946b-40e8-b472-41b6458ae3bd,2c829d9d-fe05-41cb-84cb-f634db3e50f3,Brazil,-47.9247,-38.5258,1.11,10/02/2023 11:52
72614e0c-e4c8-4a66-9dd2-cae0c3e806b8,c3eeebbd-4772-4778-8c00-44e56a903e62,0b8d0acd-7391-4498-a529-a506ada0779e,1e2d7203-4d5d-4bcd-8692-56fe354b321f,Philippines,121.7738,12.7906,,08/14/2023 20:23
7977227f-00e5-4248-8e17-7068ec656ec2,e84c07e8-ea0b-4d23-a57a-c93b229f77fe,cac63327-f1b8-4ba4-bc67-16bc66edc032,5e91d1d7-7a6d-45c5-bf45-af03bdc65f63,Malta,14.4772,35.8965,2.36,01/04/2023 03:24
33fd1856-fd31-4dd6-aa70-13f55802ae7b,8c95bc2c-594a-468f-b86d-f191541ed6fc,a8ec5dc7-b977-4322-8542-c7889ee7590b,9486001c-d371-4452-863e-13f6b2b4cd18,Poland,19.0303,52.23,3.51,09/26/2023 09:57
2cb7b352-8b70-4c13-b421-b131aae2dd87,c382feb2-38cd-4161-9fb0-0bb9253788e4,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,ae8ad1f2-6948-4834-a3e8-7d67f3a2d137,China,106.3456,35.3371,1.63,03/05/2023 17:33
759de2d9-e0b7-42b2-b705-84b445454ef7,e1d0e2ed-ae12-4513-9272-2ff47cd9fbdc,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,ad24d4a2-6d6a-4fdf-86ec-f76929fdeb10,Russia,100.6432,60.0272,1.43,12/05/2022 23:04
9f27434a-1f61-4bf0-b47c-f23f0365ba88,b972432d-7046-4ff0-b32b-29a890b00039,af1e4b22-9836-4ff4-bfb0-c87508e73036,45d226cb-97e2-468d-b960-ec20370809f9,Brazil,-47.9247,-38.5258,2.07,06/26/2023 16:01
ce031711-2543-4e57-b1fb-1615ed1aa7bd,0b6e7348-ddff-4672-bc8d-fe6edf8c14a9,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,6d2e59c2-d835-4d09-afd5-9c09b3828f9c,Portugal,-9.1356,38.7219,1.8,09/15/2023 00:57
13dbf055-6591-4896-8ce3-881d179fc805,32d2dd83-ee93-4898-8c29-20a5762f3ef8,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,3daa65e4-958b-4eb2-8974-52973b14d76c,Sweden,16.5795,60.1282,1.84,04/20/2023 18:49
d0690e4b-9b01-4a82-8476-0b3bc1589d51,43d4f9fb-658a-4471-afd9-9b4bbe1da2cd,6188ae01-946b-40e8-b472-41b6458ae3bd,a862dc28-bd36-4575-a687-839c8bf9fb99,Czech Republic,14.4207,50.088,3.17,02/20/2023 05:52
ec63f010-00d4-4053-950c-658e833913cd,c2d6f82f-6d17-411b-b5d6-fdb4a9629203,0b8d0acd-7391-4498-a529-a506ada0779e,03469e27-a2dd-4368-99a3-f96625f35dcd,United States,-122.419,37.7749,2.93,10/09/2023 07:35
1cf99e5d-be69-4fe1-80dd-b4dc580e1564,8d3d2eef-8e97-45ef-b072-9b706c99ae24,cac63327-f1b8-4ba4-bc67-16bc66edc032,cd4d63b1-f532-45d1-a117-e828eebad63b,China,106.3456,35.3371,1.62,09/24/2023 19:59
4bee9402-a694-474c-8859-346bfe366634,17217bce-9a47-4bb9-98de-5dbdf78fdcec,a8ec5dc7-b977-4322-8542-c7889ee7590b,8786b492-1eb5-455e-ab37-26945e2bdc04,Brazil,-47.9247,-38.5258,3.32,04/04/2023 14:56
c749aecd-51d7-41d2-ab0f-be283e3e31f9,17d940c5-9c09-45b8-9c6f-cdd752c38183,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,dc1862f2-debb-4d6b-970b-94e845de677d,Afghanistan,69.1981,34.5297,3.86,10/15/2023 14:38
a5ac6c0f-ba61-4a57-96d9-a6a5ddd18646,417f6b28-b1ee-4dc9-90cc-14985e5611dd,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,1ef99c15-2172-4791-bb52-2b132ee2cf18,Philippines,121.7738,12.7906,,08/27/2023 04:31
5a76d2ab-17be-41ea-8159-bd24f3be86cc,eee2e0a1-b13f-4520-9523-119927f0af7c,af1e4b22-9836-4ff4-bfb0-c87508e73036,ca99d08e-7783-466f-a24e-3207935fc6c1,Palestinian Territory,35.2433,31.9522,3.53,01/08/2023 13:01
0e9f0ac5-3ec7-48ec-a051-9c9bdd55f68a,9323caec-a708-471c-b69e-7c93abdc5cae,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,56eca8aa-8e96-43f5-a99f-1e5bdf5abf8f,Ukraine,31.1333,48.3964,1.83,03/09/2023 00:30
86fb84af-a5e2-43ce-8912-4f8814bd5617,b358aef2-552d-43b7-9960-93d4a08b06cc,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,0130b901-c4b4-4774-9dd2-d09e5f88d9d5,Japan,138.2539,36.2281,1.49,12/27/2022 06:28
0447b80e-fa1d-4f3f-b5cf-28f4405b12d0,01ecb281-3ecc-4bda-8b0b-e483b520be3e,6188ae01-946b-40e8-b472-41b6458ae3bd,8e531254-3f29-4ecd-be73-ab61208af25f,Estonia,24.7536,59.4369,3.87,01/09/2023 18:27
2a788365-b5a1-494b-a793-284067c261a4,61906de7-646c-4d27-bcf4-0be5dab39a80,0b8d0acd-7391-4498-a529-a506ada0779e,341b5fbd-b0b7-4e47-85c4-fd1ea3656dc3,Armenia,44.4899,40.183,2.36,03/05/2023 16:19
e944ca6d-25c7-4823-a883-11b3c4f24e94,97f31272-d180-4e16-ab85-eccd1467d9b5,cac63327-f1b8-4ba4-bc67-16bc66edc032,b112c148-da95-4d21-ba42-7ddf77409e10,Indonesia,112.6225,-7.7611,2.56,04/19/2023 00:41
42673007-791a-426a-a7da-41273b4d278c,61d37b87-bda6-426a-9182-298732c75eaf,a8ec5dc7-b977-4322-8542-c7889ee7590b,7e4a404b-8627-4993-bfde-71bdd1745e33,Indonesia,112.6225,-7.7611,2.71,06/08/2023 18:49
2bb17332-44ee-47c3-874c-cf5332231305,c958bb22-4e61-40a5-be85-c72914c84586,5f6742cf-0cc3-4994-8ae8-8d67aaf586b4,1a257404-2741-4d5b-aae3-90f1e49b0471,Brazil,-47.9247,-38.5258,2.69,05/20/2023 22:41
4258cd73-17c6-4591-b50d-3be011c6b4f1,035ab858-bca1-4608-becc-b6c54139590e,9c9d7ede-4915-4fd1-a6d8-3ec8ff453c36,296f1010-fd8b-4feb-a7dc-64d429099a65,Poland,19.0303,52.23,1.55,05/02/2023 09:57
a5c65b76-afa4-463b-b9c3-0d83d6b8240f,145a39a7-598f-4fe5-976c-b52a8c9ef825,af1e4b22-9836-4ff4-bfb0-c87508e73036,d3c2f38b-249f-40c1-8230-d0ee763aa16e,China,106.3456,35.3371,2.34,04/03/2023 01:06
c7a7003a-411c-4d70-a620-b358acf7a42b,71eb6d0d-2683-4840-b109-6ebc46c5aa5c,5d5aa38b-9e5e-412d-b86b-e7528bcf5933,b206f2a3-5ddd-47a3-8884-c56d41266413,Poland,19.0303,52.23,2.03,09/21/2023 10:42
b6a9d207-1784-4f77-8a01-48253aa2266b,aabe395f-34b2-4b3f-b3fd-614e5bc2c7cd,39e8db1f-0258-459f-9aa4-cbceb3f15dbc,147cd3b7-c8c6-4b6d-8203-712dacfe22b6,China,106.3456,35.3371,3.94,05/30/2023 08:31
019fd0de-7ea1-4256-9f84-0d8b30c7f833,11f03149-8f89-4169-be7e-7f848be9b8be,6188ae01-946b-40e8-b472-41b6458ae3bd,0c384ba2-f2c6-4ca0-bf0a-6bac6a4bbbfa,Japan,138.2539,36.2281,3,05/17/2023 12:47
a1881270-b8e4-4997-b6f6-6dbe19d6694a,e601bc55-5284-47d1-9031-fa67401e7fe6,0b8d0acd-7391-4498-a529-a506ada0779e,bd1a59f8-8928-4e7b-be89-7b8a8346cfde,Guatemala,-90.2716,15.7666,3.03,01/10/2023 17:16
9313be07-a366-4c81-b643-36f4a548a708,28b0017e-fe00-48dc-b5b6-84aa310ce18a,cac63327-f1b8-4ba4-bc67-16bc66edc032,952079f9-5b2e-4fe8-a3a0-302fd7ced8fe,Colombia,-74.0961,4.6728,3.63,09/05/2023 21:44
f9f6833b-8823-4e3d-be79-797d8fa6d0f1,5472a9a2-87b9-43ef-b055-efb8b13a25bb,a8ec5dc7-b977-4322-8542-c7889ee7590b,2c829d9d-fe05-41cb-84cb-f634db3e50f3,Poland,19.0303,52.23,1.41,03/30/2023 02:21
